"level4_cod";"scientificName";"SSBS";"Best_guess_binomial";"Reference";"SSS";"Diversity_metric_type";"Study_common_taxon";"Predominant_land_use";"Use_intensity";"Km_to_nearest_edge_of_habitat";"Longitude";"Latitude";"Taxon";"Kingdom";"Phylum";"Class";"Order";"Family";"Genus";"Species";"Higher_taxon";"Measurement";"Effort_corrected_measurement";"Invasion_status"
"BGM-BE";"Zora spinimana";"AD1_2008__Billeter 15 B-BRE 8";"Zora spinima";"Billeter et al. 2008";"AD1_2008__Billeter 15 8";"Abundance";"Arthropoda";"Cropland";"Intense use";NA;5.6475;51.165556;"Zora";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Zoridae";"Zora";NA;"Arachnida";2;2;"predicts_NA"
"BLT-ES";"Agraecina striata";"AD1_2008__Billeter 17 E-ARE 10";"Agraecina striata";"Billeter et al. 2008";"AD1_2008__Billeter 17 10";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;24.580278;58.491944;"Agraecina";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Liocranidae";"Agraecina";NA;"Arachnida";8;8;"predicts_NA"
"BLT-ES";"Agraecina striata";"AD1_2008__Billeter 17 E-ARE 12";"Agraecina striata";"Billeter et al. 2008";"AD1_2008__Billeter 17 12";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;24.580278;58.491944;"Agraecina";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Liocranidae";"Agraecina";NA;"Arachnida";2;2;"predicts_NA"
"BLT-ES";"Agraecina striata";"AD1_2008__Billeter 17 E-ARE 14";"Agraecina striata";"Billeter et al. 2008";"AD1_2008__Billeter 17 14";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;24.580278;58.491944;"Agraecina";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Liocranidae";"Agraecina";NA;"Arachnida";1;1;"predicts_NA"
"BLT-ES";"Agraecina striata";"AD1_2008__Billeter 17 E-ARE 15";"Agraecina striata";"Billeter et al. 2008";"AD1_2008__Billeter 17 15";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;24.580278;58.491944;"Agraecina";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Liocranidae";"Agraecina";NA;"Arachnida";1;1;"predicts_NA"
"BLT-ES";"Agraecina striata";"AD1_2008__Billeter 17 E-ARE 3";"Agraecina striata";"Billeter et al. 2008";"AD1_2008__Billeter 17 3";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;24.580278;58.491944;"Agraecina";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Liocranidae";"Agraecina";NA;"Arachnida";2;2;"predicts_NA"
"BLT-ES";"Agraecina striata";"AD1_2008__Billeter 17 E-ARE 5";"Agraecina striata";"Billeter et al. 2008";"AD1_2008__Billeter 17 5";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;24.580278;58.491944;"Agraecina";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Liocranidae";"Agraecina";NA;"Arachnida";2;2;"predicts_NA"
"BLT-ES";"Agraecina striata";"AD1_2008__Billeter 17 E-ARE 6";"Agraecina striata";"Billeter et al. 2008";"AD1_2008__Billeter 17 6";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;24.580278;58.491944;"Agraecina";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Liocranidae";"Agraecina";NA;"Arachnida";2;2;"predicts_NA"
"BLT-ES";"Agraecina striata";"AD1_2008__Billeter 17 E-VIH 32";"Agraecina striata";"Billeter et al. 2008";"AD1_2008__Billeter 17 32";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;25.012778;58.568333;"Agraecina";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Liocranidae";"Agraecina";NA;"Arachnida";1;1;"predicts_NA"
"BLT-ES";"Agraecina striata";"AD1_2008__Billeter 17 E-VMA 49";"Agraecina striata";"Billeter et al. 2008";"AD1_2008__Billeter 17 49";"Abundance";"Arthropoda";"Cropland";"Intense use";NA;26.280278;58.156667;"Agraecina";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Liocranidae";"Agraecina";NA;"Arachnida";1;1;"predicts_NA"
"BLT-ES";"Agroeca brunnea";"AD1_2008__Billeter 17 E-ARE 10";"Agroeca brunnea";"Billeter et al. 2008";"AD1_2008__Billeter 17 10";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;24.580278;58.491944;"Agroeca brunnea";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Liocranidae";"Agroeca";"brunnea";"Arachnida";4;4;"predicts_NA"
"BLT-ES";"Agroeca brunnea";"AD1_2008__Billeter 17 E-ARE 4";"Agroeca brunnea";"Billeter et al. 2008";"AD1_2008__Billeter 17 4";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;24.580278;58.491944;"Agroeca brunnea";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Liocranidae";"Agroeca";"brunnea";"Arachnida";1;1;"predicts_NA"
"BLT-ES";"Agroeca brunnea";"AD1_2008__Billeter 17 E-ARE 6";"Agroeca brunnea";"Billeter et al. 2008";"AD1_2008__Billeter 17 6";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;24.580278;58.491944;"Agroeca brunnea";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Liocranidae";"Agroeca";"brunnea";"Arachnida";1;1;"predicts_NA"
"BLT-ES";"Agroeca brunnea";"AD1_2008__Billeter 17 E-VIH 21";"Agroeca brunnea";"Billeter et al. 2008";"AD1_2008__Billeter 17 21";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;25.012778;58.568333;"Agroeca brunnea";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Liocranidae";"Agroeca";"brunnea";"Arachnida";3;3;"predicts_NA"
"BLT-ES";"Agroeca brunnea";"AD1_2008__Billeter 17 E-VIH 22";"Agroeca brunnea";"Billeter et al. 2008";"AD1_2008__Billeter 17 22";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;25.012778;58.568333;"Agroeca brunnea";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Liocranidae";"Agroeca";"brunnea";"Arachnida";1;1;"predicts_NA"
"BLT-ES";"Agroeca lusatica";"AD1_2008__Billeter 17 E-ARE 10";"Agroeca lusatica";"Billeter et al. 2008";"AD1_2008__Billeter 17 10";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;24.580278;58.491944;"Agroeca lusatica";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Liocranidae";"Agroeca";"lusatica";"Arachnida";1;1;"predicts_NA"
"BLT-ES";"Agroeca lusatica";"AD1_2008__Billeter 17 E-ARE 13";"Agroeca lusatica";"Billeter et al. 2008";"AD1_2008__Billeter 17 13";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;24.580278;58.491944;"Agroeca lusatica";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Liocranidae";"Agroeca";"lusatica";"Arachnida";2;2;"predicts_NA"
"BLT-ES";"Agroeca lusatica";"AD1_2008__Billeter 17 E-ARE 9";"Agroeca lusatica";"Billeter et al. 2008";"AD1_2008__Billeter 17 9";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;24.580278;58.491944;"Agroeca lusatica";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Liocranidae";"Agroeca";"lusatica";"Arachnida";1;1;"predicts_NA"
"BLT-ES";"Agroeca lusatica";"AD1_2008__Billeter 17 E-VIH 29";"Agroeca lusatica";"Billeter et al. 2008";"AD1_2008__Billeter 17 29";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;25.012778;58.568333;"Agroeca lusatica";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Liocranidae";"Agroeca";"lusatica";"Arachnida";1;1;"predicts_NA"
"BLT-ES";"Agroeca proxima";"AD1_2008__Billeter 17 E-ARE 10";"Agroeca proxima";"Billeter et al. 2008";"AD1_2008__Billeter 17 10";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;24.580278;58.491944;"Agroeca proxima";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Liocranidae";"Agroeca";"proxima";"Arachnida";17;17;"predicts_NA"
"BLT-ES";"Agroeca proxima";"AD1_2008__Billeter 17 E-ARE 12";"Agroeca proxima";"Billeter et al. 2008";"AD1_2008__Billeter 17 12";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;24.580278;58.491944;"Agroeca proxima";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Liocranidae";"Agroeca";"proxima";"Arachnida";6;6;"predicts_NA"
"BLT-ES";"Agroeca proxima";"AD1_2008__Billeter 17 E-ARE 13";"Agroeca proxima";"Billeter et al. 2008";"AD1_2008__Billeter 17 13";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;24.580278;58.491944;"Agroeca proxima";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Liocranidae";"Agroeca";"proxima";"Arachnida";2;2;"predicts_NA"
"BLT-ES";"Agroeca proxima";"AD1_2008__Billeter 17 E-ARE 14";"Agroeca proxima";"Billeter et al. 2008";"AD1_2008__Billeter 17 14";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;24.580278;58.491944;"Agroeca proxima";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Liocranidae";"Agroeca";"proxima";"Arachnida";1;1;"predicts_NA"
"BLT-ES";"Agroeca proxima";"AD1_2008__Billeter 17 E-ARE 15";"Agroeca proxima";"Billeter et al. 2008";"AD1_2008__Billeter 17 15";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;24.580278;58.491944;"Agroeca proxima";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Liocranidae";"Agroeca";"proxima";"Arachnida";3;3;"predicts_NA"
"BLT-ES";"Agroeca proxima";"AD1_2008__Billeter 17 E-ARE 3";"Agroeca proxima";"Billeter et al. 2008";"AD1_2008__Billeter 17 3";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;24.580278;58.491944;"Agroeca proxima";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Liocranidae";"Agroeca";"proxima";"Arachnida";2;2;"predicts_NA"
"BLT-ES";"Agroeca proxima";"AD1_2008__Billeter 17 E-ARE 4";"Agroeca proxima";"Billeter et al. 2008";"AD1_2008__Billeter 17 4";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;24.580278;58.491944;"Agroeca proxima";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Liocranidae";"Agroeca";"proxima";"Arachnida";1;1;"predicts_NA"
"BLT-ES";"Agroeca proxima";"AD1_2008__Billeter 17 E-ARE 7";"Agroeca proxima";"Billeter et al. 2008";"AD1_2008__Billeter 17 7";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;24.580278;58.491944;"Agroeca proxima";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Liocranidae";"Agroeca";"proxima";"Arachnida";2;2;"predicts_NA"
"BLT-ES";"Agroeca proxima";"AD1_2008__Billeter 17 E-VIH 19";"Agroeca proxima";"Billeter et al. 2008";"AD1_2008__Billeter 17 19";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;25.012778;58.568333;"Agroeca proxima";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Liocranidae";"Agroeca";"proxima";"Arachnida";1;1;"predicts_NA"
"BLT-ES";"Agroeca proxima";"AD1_2008__Billeter 17 E-VIH 22";"Agroeca proxima";"Billeter et al. 2008";"AD1_2008__Billeter 17 22";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;25.012778;58.568333;"Agroeca proxima";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Liocranidae";"Agroeca";"proxima";"Arachnida";2;2;"predicts_NA"
"BLT-ES";"Agroeca proxima";"AD1_2008__Billeter 17 E-VIH 25";"Agroeca proxima";"Billeter et al. 2008";"AD1_2008__Billeter 17 25";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;25.012778;58.568333;"Agroeca proxima";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Liocranidae";"Agroeca";"proxima";"Arachnida";3;3;"predicts_NA"
"BLT-ES";"Agroeca proxima";"AD1_2008__Billeter 17 E-VIH 26";"Agroeca proxima";"Billeter et al. 2008";"AD1_2008__Billeter 17 26";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;25.012778;58.568333;"Agroeca proxima";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Liocranidae";"Agroeca";"proxima";"Arachnida";2;2;"predicts_NA"
"BLT-ES";"Agroeca proxima";"AD1_2008__Billeter 17 E-VIH 28";"Agroeca proxima";"Billeter et al. 2008";"AD1_2008__Billeter 17 28";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;25.012778;58.568333;"Agroeca proxima";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Liocranidae";"Agroeca";"proxima";"Arachnida";1;1;"predicts_NA"
"BLT-ES";"Agroeca proxima";"AD1_2008__Billeter 17 E-VII 36";"Agroeca proxima";"Billeter et al. 2008";"AD1_2008__Billeter 17 36";"Abundance";"Arthropoda";"Cropland";"Intense use";NA;25.640556;58.334444;"Agroeca proxima";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Liocranidae";"Agroeca";"proxima";"Arachnida";2;2;"predicts_NA"
"BLT-ES";"Agroeca proxima";"AD1_2008__Billeter 17 E-VMA 55";"Agroeca proxima";"Billeter et al. 2008";"AD1_2008__Billeter 17 55";"Abundance";"Arthropoda";"Cropland";"Intense use";NA;26.280278;58.156667;"Agroeca proxima";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Liocranidae";"Agroeca";"proxima";"Arachnida";1;1;"predicts_NA"
"BLT-ES";"Agroeca proxima";"AD1_2008__Billeter 17 E-VMA 58";"Agroeca proxima";"Billeter et al. 2008";"AD1_2008__Billeter 17 58";"Abundance";"Arthropoda";"Cropland";"Intense use";NA;26.280278;58.156667;"Agroeca proxima";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Liocranidae";"Agroeca";"proxima";"Arachnida";1;1;"predicts_NA"
"BLT-ES";"Agroeca proxima";"AD1_2008__Billeter 17 E-VMA 64";"Agroeca proxima";"Billeter et al. 2008";"AD1_2008__Billeter 17 64";"Abundance";"Arthropoda";"Cropland";"Intense use";NA;26.280278;58.156667;"Agroeca proxima";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Liocranidae";"Agroeca";"proxima";"Arachnida";1;1;"predicts_NA"
"BLT-ES";"Agyneta conigera";"AD1_2008__Billeter 17 E-VIH 17";"Agyneta conigera";"Billeter et al. 2008";"AD1_2008__Billeter 17 17";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;25.012778;58.568333;"Agyneta conigera";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Linyphiidae";"Agyneta";"conigera";"Arachnida";1;1;"predicts_NA"
"BLT-ES";"Agyneta ramosa";"AD1_2008__Billeter 17 E-ARE 14";"Agyneta ramosa";"Billeter et al. 2008";"AD1_2008__Billeter 17 14";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;24.580278;58.491944;"Agyneta ramosa";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Linyphiidae";"Agyneta";"ramosa";"Arachnida";1;1;"predicts_NA"
"BLT-ES";"Agyneta ramosa";"AD1_2008__Billeter 17 E-VIH 18";"Agyneta ramosa";"Billeter et al. 2008";"AD1_2008__Billeter 17 18";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;25.012778;58.568333;"Agyneta ramosa";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Linyphiidae";"Agyneta";"ramosa";"Arachnida";3;3;"predicts_NA"
"BLT-ES";"Agyneta ramosa";"AD1_2008__Billeter 17 E-VIH 22";"Agyneta ramosa";"Billeter et al. 2008";"AD1_2008__Billeter 17 22";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;25.012778;58.568333;"Agyneta ramosa";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Linyphiidae";"Agyneta";"ramosa";"Arachnida";1;1;"predicts_NA"
"BLT-ES";"Agyneta ramosa";"AD1_2008__Billeter 17 E-VIH 23";"Agyneta ramosa";"Billeter et al. 2008";"AD1_2008__Billeter 17 23";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;25.012778;58.568333;"Agyneta ramosa";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Linyphiidae";"Agyneta";"ramosa";"Arachnida";1;1;"predicts_NA"
"BLT-ES";"Agyneta ramosa";"AD1_2008__Billeter 17 E-VIH 26";"Agyneta ramosa";"Billeter et al. 2008";"AD1_2008__Billeter 17 26";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;25.012778;58.568333;"Agyneta ramosa";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Linyphiidae";"Agyneta";"ramosa";"Arachnida";1;1;"predicts_NA"
"BLT-ES";"Agyneta ramosa";"AD1_2008__Billeter 17 E-VIH 30";"Agyneta ramosa";"Billeter et al. 2008";"AD1_2008__Billeter 17 30";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;25.012778;58.568333;"Agyneta ramosa";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Linyphiidae";"Agyneta";"ramosa";"Arachnida";5;5;"predicts_NA"
"BLT-ES";"Agyneta ramosa";"AD1_2008__Billeter 17 E-VII 34";"Agyneta ramosa";"Billeter et al. 2008";"AD1_2008__Billeter 17 34";"Abundance";"Arthropoda";"Cropland";"Intense use";NA;25.640556;58.334444;"Agyneta ramosa";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Linyphiidae";"Agyneta";"ramosa";"Arachnida";1;1;"predicts_NA"
"BLT-ES";"Agyneta ramosa";"AD1_2008__Billeter 17 E-VII 41";"Agyneta ramosa";"Billeter et al. 2008";"AD1_2008__Billeter 17 41";"Abundance";"Arthropoda";"Cropland";"Intense use";NA;25.640556;58.334444;"Agyneta ramosa";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Linyphiidae";"Agyneta";"ramosa";"Arachnida";1;1;"predicts_NA"
"BLT-ES";"Agyneta ramosa";"AD1_2008__Billeter 17 E-VMA 58";"Agyneta ramosa";"Billeter et al. 2008";"AD1_2008__Billeter 17 58";"Abundance";"Arthropoda";"Cropland";"Intense use";NA;26.280278;58.156667;"Agyneta ramosa";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Linyphiidae";"Agyneta";"ramosa";"Arachnida";2;2;"predicts_NA"
"BLT-ES";"Agyneta subtilis";"AD1_2008__Billeter 17 E-ARE 14";"Agyneta subtilis";"Billeter et al. 2008";"AD1_2008__Billeter 17 14";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;24.580278;58.491944;"Agyneta subtilis";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Linyphiidae";"Agyneta";"subtilis";"Arachnida";1;1;"predicts_NA"
"BLT-ES";"Agyneta subtilis";"AD1_2008__Billeter 17 E-ARE 5";"Agyneta subtilis";"Billeter et al. 2008";"AD1_2008__Billeter 17 5";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;24.580278;58.491944;"Agyneta subtilis";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Linyphiidae";"Agyneta";"subtilis";"Arachnida";1;1;"predicts_NA"
"BLT-ES";"Agyneta subtilis";"AD1_2008__Billeter 17 E-VII 34";"Agyneta subtilis";"Billeter et al. 2008";"AD1_2008__Billeter 17 34";"Abundance";"Arthropoda";"Cropland";"Intense use";NA;25.640556;58.334444;"Agyneta subtilis";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Linyphiidae";"Agyneta";"subtilis";"Arachnida";3;3;"predicts_NA"
"BLT-ES";"Agyneta subtilis";"AD1_2008__Billeter 17 E-VII 45";"Agyneta subtilis";"Billeter et al. 2008";"AD1_2008__Billeter 17 45";"Abundance";"Arthropoda";"Cropland";"Intense use";NA;25.640556;58.334444;"Agyneta subtilis";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Linyphiidae";"Agyneta";"subtilis";"Arachnida";1;1;"predicts_NA"
"BLT-ES";"Agyneta subtilis";"AD1_2008__Billeter 17 E-VMA 49";"Agyneta subtilis";"Billeter et al. 2008";"AD1_2008__Billeter 17 49";"Abundance";"Arthropoda";"Cropland";"Intense use";NA;26.280278;58.156667;"Agyneta subtilis";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Linyphiidae";"Agyneta";"subtilis";"Arachnida";2;2;"predicts_NA"
"BLT-ES";"Agyneta subtilis";"AD1_2008__Billeter 17 E-VMA 50";"Agyneta subtilis";"Billeter et al. 2008";"AD1_2008__Billeter 17 50";"Abundance";"Arthropoda";"Cropland";"Intense use";NA;26.280278;58.156667;"Agyneta subtilis";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Linyphiidae";"Agyneta";"subtilis";"Arachnida";1;1;"predicts_NA"
"BLT-ES";"Agyneta subtilis";"AD1_2008__Billeter 17 E-VMA 51";"Agyneta subtilis";"Billeter et al. 2008";"AD1_2008__Billeter 17 51";"Abundance";"Arthropoda";"Cropland";"Intense use";NA;26.280278;58.156667;"Agyneta subtilis";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Linyphiidae";"Agyneta";"subtilis";"Arachnida";5;5;"predicts_NA"
"BLT-ES";"Agyneta subtilis";"AD1_2008__Billeter 17 E-VMA 54";"Agyneta subtilis";"Billeter et al. 2008";"AD1_2008__Billeter 17 54";"Abundance";"Arthropoda";"Cropland";"Intense use";NA;26.280278;58.156667;"Agyneta subtilis";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Linyphiidae";"Agyneta";"subtilis";"Arachnida";3;3;"predicts_NA"
"BLT-ES";"Agyneta subtilis";"AD1_2008__Billeter 17 E-VMA 55";"Agyneta subtilis";"Billeter et al. 2008";"AD1_2008__Billeter 17 55";"Abundance";"Arthropoda";"Cropland";"Intense use";NA;26.280278;58.156667;"Agyneta subtilis";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Linyphiidae";"Agyneta";"subtilis";"Arachnida";2;2;"predicts_NA"
"BLT-ES";"Agyneta subtilis";"AD1_2008__Billeter 17 E-VMA 62";"Agyneta subtilis";"Billeter et al. 2008";"AD1_2008__Billeter 17 62";"Abundance";"Arthropoda";"Cropland";"Intense use";NA;26.280278;58.156667;"Agyneta subtilis";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Linyphiidae";"Agyneta";"subtilis";"Arachnida";1;1;"predicts_NA"
"BLT-ES";"Allomengea scopigera";"AD1_2008__Billeter 17 E-ARE 11";"Allomengea scopigera";"Billeter et al. 2008";"AD1_2008__Billeter 17 11";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;24.580278;58.491944;"Allomengea scopigera";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Linyphiidae";"Allomengea";"scopigera";"Arachnida";4;4;"predicts_NA"
"BLT-ES";"Allomengea scopigera";"AD1_2008__Billeter 17 E-ARE 16";"Allomengea scopigera";"Billeter et al. 2008";"AD1_2008__Billeter 17 16";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;24.580278;58.491944;"Allomengea scopigera";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Linyphiidae";"Allomengea";"scopigera";"Arachnida";1;1;"predicts_NA"
"BLT-ES";"Allomengea scopigera";"AD1_2008__Billeter 17 E-ARE 2";"Allomengea scopigera";"Billeter et al. 2008";"AD1_2008__Billeter 17 2";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;24.580278;58.491944;"Allomengea scopigera";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Linyphiidae";"Allomengea";"scopigera";"Arachnida";2;2;"predicts_NA"
"BLT-ES";"Allomengea scopigera";"AD1_2008__Billeter 17 E-ARE 4";"Allomengea scopigera";"Billeter et al. 2008";"AD1_2008__Billeter 17 4";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;24.580278;58.491944;"Allomengea scopigera";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Linyphiidae";"Allomengea";"scopigera";"Arachnida";2;2;"predicts_NA"
"BLT-ES";"Allomengea scopigera";"AD1_2008__Billeter 17 E-ARE 5";"Allomengea scopigera";"Billeter et al. 2008";"AD1_2008__Billeter 17 5";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;24.580278;58.491944;"Allomengea scopigera";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Linyphiidae";"Allomengea";"scopigera";"Arachnida";5;5;"predicts_NA"
"BLT-ES";"Allomengea scopigera";"AD1_2008__Billeter 17 E-VIH 23";"Allomengea scopigera";"Billeter et al. 2008";"AD1_2008__Billeter 17 23";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;25.012778;58.568333;"Allomengea scopigera";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Linyphiidae";"Allomengea";"scopigera";"Arachnida";1;1;"predicts_NA"
"BLT-ES";"Allomengea scopigera";"AD1_2008__Billeter 17 E-VIH 31";"Allomengea scopigera";"Billeter et al. 2008";"AD1_2008__Billeter 17 31";"Abundance";"Arthropoda";"Cropland";"Minimal use";NA;25.012778;58.568333;"Allomengea scopigera";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Linyphiidae";"Allomengea";"scopigera";"Arachnida";2;2;"predicts_NA"
"BLT-ES";"Allomengea scopigera";"AD1_2008__Billeter 17 E-VII 34";"Allomengea scopigera";"Billeter et al. 2008";"AD1_2008__Billeter 17 34";"Abundance";"Arthropoda";"Cropland";"Intense use";NA;25.640556;58.334444;"Allomengea scopigera";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Linyphiidae";"Allomengea";"scopigera";"Arachnida";1;1;"predicts_NA"
"BLT-ES";"Allomengea scopigera";"AD1_2008__Billeter 17 E-VII 35";"Allomengea scopigera";"Billeter et al. 2008";"AD1_2008__Billeter 17 35";"Abundance";"Arthropoda";"Cropland";"Intense use";NA;25.640556;58.334444;"Allomengea scopigera";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Linyphiidae";"Allomengea";"scopigera";"Arachnida";4;4;"predicts_NA"
"BLT-ES";"Allomengea scopigera";"AD1_2008__Billeter 17 E-VII 40";"Allomengea scopigera";"Billeter et al. 2008";"AD1_2008__Billeter 17 40";"Abundance";"Arthropoda";"Cropland";"Intense use";NA;25.640556;58.334444;"Allomengea scopigera";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Linyphiidae";"Allomengea";"scopigera";"Arachnida";1;1;"predicts_NA"
"BLT-ES";"Allomengea scopigera";"AD1_2008__Billeter 17 E-VII 44";"Allomengea scopigera";"Billeter et al. 2008";"AD1_2008__Billeter 17 44";"Abundance";"Arthropoda";"Cropland";"Intense use";NA;25.640556;58.334444;"Allomengea scopigera";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Linyphiidae";"Allomengea";"scopigera";"Arachnida";13;13;"predicts_NA"
"BLT-ES";"Allomengea scopigera";"AD1_2008__Billeter 17 E-VII 45";"Allomengea scopigera";"Billeter et al. 2008";"AD1_2008__Billeter 17 45";"Abundance";"Arthropoda";"Cropland";"Intense use";NA;25.640556;58.334444;"Allomengea scopigera";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Linyphiidae";"Allomengea";"scopigera";"Arachnida";1;1;"predicts_NA"
"BLT-ES";"Allomengea scopigera";"AD1_2008__Billeter 17 E-VII 48";"Allomengea scopigera";"Billeter et al. 2008";"AD1_2008__Billeter 17 48";"Abundance";"Arthropoda";"Cropland";"Intense use";NA;25.640556;58.334444;"Allomengea scopigera";"Animalia";"Arthropoda";"Arachnida";"Araneae";"Linyphiidae";"Allomengea";"scopigera";"Arachnida";1;1;"predicts_NA"
